         95906 function calls (92824 primitive calls) in 4.176 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      183    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 {method 'groupdict' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 {method 'groups' of '_sre.SRE_Match' objects}
        8    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       40    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
      140    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
      131    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
      502    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
      115    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
       95    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
     2429    0.001    0.000    0.001    0.000 {method 'join' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
      181    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       50    0.000    0.000    0.000    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
        5    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
       32    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      142    0.002    0.000    0.002    0.000 {method 'read' of '_io.FileIO' objects}
     1597    0.000    0.000    0.001    0.000 {method 'readline' of '_io.TextIOWrapper' objects}
       12    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       56    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       16    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
       42    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
     1390    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
     4431    0.001    0.000    0.001    0.000 {method 'rstrip' of 'str' objects}
     1285    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       12    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
     1724    0.001    0.000    0.001    0.000 {method 'split' of 'str' objects}
     1315    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        7    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
       32    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
       26    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
      119    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        8    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}


